path	client_id	generated_path	sentence	generated_sentence
common_voice_en_37506013.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506013.mp3	Adjacent to the Ralph Engelstad Arena is the smaller Betty Engelstad Sioux Center.	The Molalla River passes by the southern and western border of the city.
common_voice_en_37506015.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506015.mp3	He instructs Millenear to kill Deshwitat, giving her back her standing in the church.	The assassins escaped.
common_voice_en_37506016.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506016.mp3	Some of the female owners were sex workers themselves.	Series judges Carrie Ann Inaba and Bruno Tonioli returned for the season.
common_voice_en_37506024.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506024.mp3	For example, profiteering could be interpreted as a counter-revolutionary activity punishable by death.	See Vishnu with his four arms and they correspond to these.
common_voice_en_37506025.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506025.mp3	After the by-election, Gordon Walker's support in the constituency gradually declined.	He was defeated by Tommy Dreamer.
common_voice_en_37506028.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506028.mp3	While at Yale she wrote her first two books.	Ahern is separated, though not divorced, from his wife.
common_voice_en_37506029.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506029.mp3	His arrest was partly due to his critique of the treatment of civilians.	There are four cups to be won in both the Battle and Race modes.
common_voice_en_37506034.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506034.mp3	Timocleidas died during Cleinias's reign.	But I am not him.
common_voice_en_37506037.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506037.mp3	This silence creates a frame around the piece and has spiritual significance.	Attitudes about malls have also been changing.
common_voice_en_37506038.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506038.mp3	Davis served several combat tours in Southeast Asia during the Vietnam War.	Five-star matches, as rated by Meltzer, are extremely rare.
common_voice_en_37506042.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506042.mp3	He is the nephew of country music legend Chet Atkins.	These T cells appear to be driven by specific antigens to invade muscle fibers.
common_voice_en_37506045.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506045.mp3	General Corderman is a member of the Military Intelligence Hall of Fame.	Since then there has also been an office opened in South Gyle, Edinburgh.
common_voice_en_37506046.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506046.mp3	Its county seat is Hudson.	Radiation therapy can precede or follow surgical treatment.
common_voice_en_37506048.mp3	85083a5399620259217b0aa425d2d9743337269e83a6e309da17bfa4684ab66efe535bb870fa12a120f19865cac89df0420f1bcf5abc8384e970734896d58ab6	generated_voice_en_37506048.mp3	It was her second singles title and fifth doubles title.	Ralston and the two other generals, however, all declined this position.
common_voice_en_37498938.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37498938.mp3	His interest in butterflies and moths began at school.	"Many still believe this was an ""official"" coverup."
common_voice_en_37498949.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37498949.mp3	It is too hot for walking, let us rest here.	The co-hosts of the show were Mike Campbell and Mike Rhodes.
common_voice_en_37498950.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37498950.mp3	The shipping trade was badly affected by the Great Depression.	Lanier and Murphy were selected to eight and one All-Star Games respectively.
common_voice_en_37498984.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37498984.mp3	He then sets off and goes hunting.	See Omphale for discussion.
common_voice_en_37498985.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37498985.mp3	But, my friends, have we partaken of anything else?	Its eight corners are aligned with the compass points.
common_voice_en_37498986.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37498986.mp3	"The music video is included on ""International Supervideos!""."	This was the starting point of a fabulous treasure hunt.
common_voice_en_37498993.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37498993.mp3	Dan finds discrepancies in the stories about his former self.	He composes for a wide range of instrumental settings.
common_voice_en_37498996.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37498996.mp3	Heavylift operated worldwide charter cargo services.	Therens had been driving drunk and collided with a tree.
common_voice_en_37499009.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499009.mp3	Fertilization occurs externally.	Both games were originally released on the Sega Dreamcast.
common_voice_en_37499028.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499028.mp3	It is an evergreen shrub, and has been cultivated for gardening.	They are also known as the Local Black Stars.
common_voice_en_37499042.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499042.mp3	Struggling with nature for hundreds of years, they survived and multiplied until today.	Rentier state theory foregrounds important puzzles in contemporary politics.
common_voice_en_37499043.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499043.mp3	He not only studied botany but also zoology.	I have my own life and it's more than enough.
common_voice_en_37499047.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499047.mp3	The ruling was subsequently reversed again after his death.	The pass is notable as inspiration of a C. W. McCall song.
common_voice_en_37499050.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499050.mp3	The Falcons cut him following the season.	Italic capitals with a slope were introduced in the sixteenth century.
common_voice_en_37499051.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499051.mp3	Since then, much of Means' evidence has been shown to be mistaken.	Most property in this area is for agricultural purposes.
common_voice_en_37499069.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499069.mp3	This proposal however, never eventuated.	Purushottam Das Tandon was born in Allahabad.
common_voice_en_37499070.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499070.mp3	The radiators were moved to positions next to the cockpit.	Shortly thereafter, however, the group disbanded.
common_voice_en_37499077.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499077.mp3	He never returned to the Antarctic.	The eggs hatch the following winter.
common_voice_en_37499083.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499083.mp3	To do so, they had to solve crossword-style clues.	However it can be faster and less expensive than non-volatile memory.
common_voice_en_37499088.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499088.mp3	This building housed classes for all students above the third grade.	For instance, females can indirectly benefit from being protected by a mate.
common_voice_en_37499094.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499094.mp3	She was the first female president of any university in Alberta.	Villagers are kind and always willing to lend a hand.
common_voice_en_37499095.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499095.mp3	They were aggressive, and fierce in battle.	The parallels to the French Resistance and the Nazi occupation are clear, however.
common_voice_en_37499096.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499096.mp3	The town also has its own airport.	He is currently engaged to Brittany Sharp.
common_voice_en_37499099.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499099.mp3	Less commonly seen are large skipper, green-veined white and green hairstreak.	He also pioneered the use of dyes in blood to study circulation.
common_voice_en_37499100.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499100.mp3	Ownership therefore fell to the farmer upon whose property the satellite fell.	Soyer was referred to as an American scene painter.
common_voice_en_37499102.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499102.mp3	The zebra race was very close with the zebra slowly pulling ahead for victory.	Dobson married twice.
common_voice_en_37499105.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499105.mp3	“But I want to marry now — ” “You want to marry?” she repeated.	The Metra Electric Line stops at a station in the basement of McCormick Place.
common_voice_en_37499108.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499108.mp3	He also made the league's all-rookie team.	In the second round he opened well.
common_voice_en_37499110.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37499110.mp3	Combat takes place in a real-time environment.	Patrick Barnewall, second son of the seventh Baron.
common_voice_en_37550244.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550244.mp3	The owl is the guardian spirit and deity of the California big tree.	His appeal was accepted by the government and released.
common_voice_en_37550246.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550246.mp3	Valliammai had never been to India.	The Town of Lakeside is served by the Mathis Independent School District.
common_voice_en_37550248.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550248.mp3	Many games, especially fighting games, have adopted similar button layouts.	A semicircular conch rests upon simply profiled imposts.
common_voice_en_37550295.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550295.mp3	Every fourth celebration was distinguished by a higher degree of solemnity.	Subsequently, the Federal Republic of Yugoslavia was established.
common_voice_en_37550316.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550316.mp3	The custom has already been explained as a lament for the corn-spirit.	The minority theory is currently the Proto-Italic.
common_voice_en_37550328.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550328.mp3	Both men were from hockey backgrounds.	This is also Skillet's first full album to feature Ben Kasica on lead guitar.
common_voice_en_37550330.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550330.mp3	It should push its inquiries into new fields of research.	Its county seat is Mount Carroll.
common_voice_en_37550335.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550335.mp3	The moon is the author and framer of mortal bodies.	However, the studio took a number of risks that paid off handsomely.
common_voice_en_37550336.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550336.mp3	Its current status is not publicly known.	Stone was stronger and of course much more expensive than wood.
common_voice_en_37550342.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550342.mp3	It will be worthwhile to consider an ancient view of his nature.	Where is my queen?
common_voice_en_37550357.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37550357.mp3	For example, the twin-chamber pulsometer steam pump was a successful development of it.	The Colombian Battalion remained in Korea throughout the war.
common_voice_en_37647269.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647269.mp3	Tijuana was the first city where the analog to digital conversion begins in Mexico.	This is repeated until only two players remain.
common_voice_en_37647285.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647285.mp3	Chuck Norris owns a ranch between Anderson and Navasota.	The stadium consists of a north-south field surrounded by an eight-lane track.
common_voice_en_37647287.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647287.mp3	File encryption encrypts a single file.	"Common qualities include burning or coldness, ""pins and needles"" sensations, numbness and itching."
common_voice_en_37647328.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647328.mp3	Hanif lives in Kensington.	Young then left the band to go back to university.
common_voice_en_37647329.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647329.mp3	The two brothers' surname was originally Lion, but they are generally known as Lionheart.	When she was unable to sing because of her illness, she played the violin.
common_voice_en_37647357.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647357.mp3	Thus, it remains doubtful whether there is any historical basis for the famous ride.	Academic writers have suggested that this is not consistent.
common_voice_en_37647359.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647359.mp3	The timing was likely to give rise to controversy.	"The vector space ""V"" is called an ""H""-module."
common_voice_en_37647366.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647366.mp3	To date, they have released five studio albums and twenty-eight singles.	In practice, none of these terms are used by the general public.
common_voice_en_37647377.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647377.mp3	The city is situated northeast of Amman.	Until then, the area was a rural polder.
common_voice_en_37647379.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647379.mp3	Flowering occurs between winter and late spring.	After retiring, Ehiogu founded his own record label, Dirty Hit.
common_voice_en_37647388.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647388.mp3	She has been president of the local folk art association.	He was buried in Woodside Cemetery and Arboretum at Middletown, Ohio.
common_voice_en_37647390.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647390.mp3	The pair had also taken the roles of co-executive producers for the season.	This funding has since been withheld, causing some states to suspend construction indefinitely.
common_voice_en_37647404.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647404.mp3	Each implementation was sold under a variety of different model numbers.	Dixon is buried in Gate of Heaven Cemetery.
common_voice_en_37647410.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647410.mp3	It is a subset of flow control methods called Flit-Buffer Flow Control.	Only 'cause it's how my brain works.
common_voice_en_37647422.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647422.mp3	There she was introduced to socialism.	Thus, it remains doubtful whether there is any historical basis for the famous ride.
common_voice_en_37647437.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647437.mp3	"The republic's name refers to the ""near side"" of the River Po."	They also served to protect the people and their property.
common_voice_en_37647451.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647451.mp3	This was refused as Somaliland was considered rather dangerous.	Adherence to Ibadism accounts in part for Oman's historical isolation.
common_voice_en_37647476.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647476.mp3	A mihrab is located at the site to aid Muslims.	The definition of social progress was tied to adherence to Western socio-cultural norms.
common_voice_en_37647477.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647477.mp3	The modifications were made by Retia.	At this time the museum is in disarray.
common_voice_en_37647486.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647486.mp3	Peter had earned it by what he said rather than by what he did.	He established himself in the Hibs first team, playing either in defence or midfield.
common_voice_en_37647488.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647488.mp3	He studied in Europe at Heidelberg and Freiburg.	"A music video for ""Cavern"" was produced by Michael Sporn."
common_voice_en_37647490.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647490.mp3	The station is reached by stairways from the street to the ticket wickets.	Some researchers use a different terminology.
common_voice_en_37647521.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647521.mp3	Chester Bennington came out and sang his part on the song.	Frederick attacked and won, and the Russian force returned home.
common_voice_en_37647525.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647525.mp3	The first anime television series based on Aim for the Ace!	This album is more rich, varied, and complex than his previous efforts.
common_voice_en_37647539.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647539.mp3	The Austral race is Australia's greatest track cycling event.	The flag shall be edged with yellow fringe.
common_voice_en_37647540.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647540.mp3	A concerned group of Islanders toured an irrigation pond in Spring Valley.	It can be done on either inside or outside edges.
common_voice_en_37647558.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647558.mp3	Many similar patterns have been tried and played in modern games.	Because the mean operator is a Reynolds operator, it has a set of properties.
common_voice_en_37647561.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647561.mp3	The aim of the group was to suppress Communism in Bavaria.	There are seven total members of the Crown Council.
common_voice_en_37647579.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647579.mp3	The youth football team is the Colts.	It has also been reported in New Zealand.
common_voice_en_37647795.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647795.mp3	Animats are artificial animals, a contraction of animal-materials.	The two brothers' surname was originally Lion, but they are generally known as Lionheart.
common_voice_en_37647854.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647854.mp3	Hazy air hindered the attempts despite good weather conditions.	It was originally called Plum Creek.
common_voice_en_37647856.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647856.mp3	She was sprinkling water onto her flowers by blowing spray from her mouth.	Put two boxes around the pronouns.
common_voice_en_37647900.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647900.mp3	Will the string break?	The Azalia post office is one of very few located within a business.
common_voice_en_37647903.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647903.mp3	There is no maximum age restriction.	The first anime television series based on Aim for the Ace!
common_voice_en_37647919.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647919.mp3	The remaining upper classes were unable to oppose the totalitarian regime.	It can be.
common_voice_en_37647920.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647920.mp3	Fryer won the third grade premiership with Balmain in the same year.	Akram was buried in the Jenin refugee camp graveyard.
common_voice_en_37647922.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647922.mp3	A new theatre to replace the Astoria is planned.	The team has appeared in five postseasons and has won one league pennant.
common_voice_en_37647923.mp3	1948eec9326b052d52b9f61db93c480e12dd469cf1ef450b2dac891d91f082f0c0b191072698ea7ed4e118693b4b0d192e1799aac714cf48fb216b10c32ec92d	generated_voice_en_37647923.mp3	Regina had to leave her piano behind.	Medical specialties can be classified along several axes.
